MGYP,ERZ_x,MGYC,Start,End,Strand,Contig,MGYA,Contig Length,Phage,Number of CDSes
MGYP003634529043,ERZ3421563,MGYC001310017961,16370,18187,-1,ERZ3421563.500-NODE-500-length-38208-cov-19.235945,MGYA00592985,38.208,False,40
MGYP003634532801,ERZ3421563,MGYC001310018012,9704,10639,1,ERZ3421563.503-NODE-503-length-38020-cov-5.986672,MGYA00592985,38.02,False,32
MGYP003634541087,ERZ3421852,MGYC001310243150,22090,23385,1,ERZ3421852.200-NODE-200-length-153031-cov-13.641761,MGYA00592923,153.031,False,155
MGYP003634545910,ERZ3422225,MGYC001322212011,22865,23848,1,ERZ3422225.726-NODE-726-length-36442-cov-10.362849,MGYA00593000,36.442,False,48
MGYP003634556286,ERZ3422020,MGYC001310206510,26538,27863,1,ERZ3422020.160-NODE-160-length-159639-cov-9.009337,MGYA00592925,159.639,False,214
MGYP003634556286,ERZ3422204,MGYC001322397963,26541,27866,1,ERZ3422204.1688-NODE-1688-length-35450-cov-7.066535,MGYA00592993,35.45,False,42
MGYP003634573432,ERZ3421563,MGYC001310018393,22746,24089,-1,ERZ3421563.529-NODE-529-length-36890-cov-5.186236,MGYA00592985,36.89,False,56
MGYP003634577858,ERZ3421563,MGYC001310018436,28017,29174,1,ERZ3421563.532-NODE-532-length-36761-cov-3.876287,MGYA00592985,36.761,False,59
MGYP003634612087,ERZ3421563,MGYC001310023656,2880,4193,1,ERZ3421563.856-NODE-856-length-27021-cov-3.403879,MGYA00592985,27.021,False,35
MGYP003634625607,ERZ3421563,MGYC001310018952,12406,13437,1,ERZ3421563.567-NODE-567-length-35390-cov-35.697609,MGYA00592985,35.39,False,57
MGYP003634625607,ERZ3421807,MGYC001322140646,12241,13272,1,ERZ3421807.163-NODE-163-length-37643-cov-8.715255,MGYA00592987,37.643,False,61
MGYP003634632398,ERZ3421846,MGYC001310097003,65769,67103,-1,ERZ3421846.156-NODE-156-length-97780-cov-8.370704,MGYA00592935,97.78,False,156
MGYP003634649779,ERZ3421563,MGYC001310019197,17649,18467,-1,ERZ3421563.583-NODE-583-length-34474-cov-15.029460,MGYA00592985,34.474,False,40
MGYP003634649779,ERZ3421824,MGYC001310055611,6553,7371,-1,ERZ3421824.479-NODE-479-length-66567-cov-14.338676,MGYA00592972,66.567,False,73
MGYP003634649779,ERZ3422204,MGYC001322166221,94651,95469,-1,ERZ3422204.27-NODE-27-length-490117-cov-7.812771,MGYA00592993,490.117,False,472
MGYP003634686030,ERZ3421563,MGYC001310019652,13911,15200,1,ERZ3421563.612-NODE-612-length-33570-cov-4.155930,MGYA00592985,33.57,False,34
MGYP003634708976,ERZ3422068,MGYC001322209081,24646,25641,1,ERZ3422068.999-NODE-999-length-28221-cov-36.876908,MGYA00593006,28.221,False,48
MGYP003634715665,ERZ3421826,MGYC001310341323,46583,47635,1,ERZ3421826.1092-NODE-1092-length-50070-cov-15.637409,MGYA00592968,50.07,False,45
MGYP003634722403,ERZ3421846,MGYC001310104109,32464,33858,-1,ERZ3421846.185-NODE-185-length-85657-cov-28.380961,MGYA00592935,85.657,False,96
MGYP003634722403,ERZ3422244,MGYC001322234263,28535,29929,-1,ERZ3422244.651-NODE-651-length-42259-cov-4.423040,MGYA00592995,42.259,False,54
MGYP003634744225,ERZ3421852,MGYC001310539639,21747,22982,1,ERZ3421852.990-NODE-990-length-46992-cov-11.551250,MGYA00592923,46.992,False,56
MGYP003634744225,ERZ3422088,MGYC001322233382,46318,47553,-1,ERZ3422088.552-NODE-552-length-61757-cov-19.157693,MGYA00593005,61.757,False,85
MGYP003634744225,ERZ3422273,MGYC001322206647,14029,15264,1,ERZ3422273.321-NODE-321-length-51343-cov-4.506434,MGYA00592994,51.343,False,57
MGYP003634764512,ERZ3421563,MGYC001310020680,28205,29179,-1,ERZ3421563.677-NODE-677-length-31070-cov-8.952023,MGYA00592985,31.07,False,50
MGYP003634786753,ERZ3422088,MGYC001322340884,9745,10761,-1,ERZ3422088.1967-NODE-1967-length-27217-cov-5.818386,MGYA00593005,27.217,False,35
MGYP003634807691,ERZ3421563,MGYC001310021187,14301,15140,-1,ERZ3421563.710-NODE-710-length-30236-cov-32.743448,MGYA00592985,30.236,False,38
MGYP003634807691,ERZ3421807,MGYC001322141115,26573,27412,-1,ERZ3421807.245-NODE-245-length-30999-cov-7.757788,MGYA00592987,30.999,False,41
MGYP003634815972,ERZ3421563,MGYC001310021288,12334,13614,1,ERZ3421563.716-NODE-716-length-30140-cov-3.743693,MGYA00592985,30.14,False,39
MGYP003634817268,ERZ3421563,MGYC001310021304,6302,7291,1,ERZ3421563.717-NODE-717-length-30130-cov-7.810973,MGYA00592985,30.13,False,27
MGYP003634846945,ERZ3421563,MGYC001310021701,1543,2403,-1,ERZ3421563.742-NODE-742-length-29533-cov-9.848429,MGYA00592985,29.533,False,47
MGYP003634856786,ERZ3421563,MGYC001310021811,21694,22593,-1,ERZ3421563.748-NODE-748-length-29417-cov-16.624004,MGYA00592985,29.417,False,52
MGYP003634862822,ERZ3421846,MGYC001310114647,22581,23966,-1,ERZ3421846.236-NODE-236-length-75139-cov-5.489159,MGYA00592935,75.139,False,108
MGYP003634899386,ERZ3421563,MGYC001310022469,3735,4763,1,ERZ3421563.786-NODE-786-length-28792-cov-6.762467,MGYA00592985,28.792,False,38
MGYP003634899386,ERZ3422244,MGYC001322258548,26606,27634,-1,ERZ3422244.1009-NODE-1009-length-32089-cov-6.707280,MGYA00592995,32.089,False,49
MGYP003634925278,ERZ3421563,MGYC001310022822,22084,23196,-1,ERZ3421563.808-NODE-808-length-28242-cov-3.221875,MGYA00592985,28.242,False,32
MGYP003634952581,ERZ3421563,MGYC001310023199,14166,15137,1,ERZ3421563.830-NODE-830-length-27600-cov-3.975277,MGYA00592985,27.6,False,31
MGYP003634963852,ERZ3421563,MGYC001310023365,23903,25381,-1,ERZ3421563.839-NODE-839-length-27398-cov-3.266394,MGYA00592985,27.398,False,31
MGYP003634983187,ERZ3421563,MGYC001310023671,10891,11700,1,ERZ3421563.857-NODE-857-length-27009-cov-24.068005,MGYA00592985,27.009,False,33
MGYP003634994829,ERZ3421852,MGYC001310767767,15127,15987,-1,ERZ3421852.2112-NODE-2112-length-29138-cov-14.933776,MGYA00592923,29.138,False,36
MGYP003634994829,ERZ3422088,MGYC001322294662,15583,16443,-1,ERZ3422088.1295-NODE-1295-length-34873-cov-9.623586,MGYA00593005,34.873,False,48
MGYP003635001055,ERZ3421852,MGYC001310782397,16014,16952,1,ERZ3421852.2191-NODE-2191-length-28408-cov-34.880083,MGYA00592923,28.408,False,28
MGYP003635001699,ERZ3422225,MGYC001322216356,30854,32362,1,ERZ3422225.808-NODE-808-length-33886-cov-17.428867,MGYA00593000,33.886,False,48
MGYP003635003929,ERZ3421563,MGYC001310023968,20190,21044,-1,ERZ3421563.874-NODE-874-length-26685-cov-6.274465,MGYA00592985,26.685,False,35
MGYP003635016726,ERZ3421852,MGYC001310761779,22658,23692,-1,ERZ3421852.2081-NODE-2081-length-29435-cov-15.713036,MGYA00592923,29.435,False,34
MGYP003635025603,ERZ3422215,MGYC001310114271,235989,237188,1,ERZ3422215.31-NODE-31-length-257931-cov-4.428279,MGYA00592924,257.931,False,341
MGYP003635026515,ERZ3421563,MGYC001310024386,1598,2770,1,ERZ3421563.896-NODE-896-length-26179-cov-50.970028,MGYA00592985,26.179,False,13
MGYP003635034691,ERZ3421563,MGYC001310024534,17238,18578,1,ERZ3421563.905-NODE-905-length-26022-cov-7.425925,MGYA00592985,26.022,False,33
MGYP003635039480,ERZ3421563,MGYC001310024647,3,1211,-1,ERZ3421563.911-NODE-911-length-25935-cov-6.369900,MGYA00592985,25.935,False,30
MGYP003635099747,ERZ3421846,MGYC001310132575,34384,36060,-1,ERZ3421846.334-NODE-334-length-59158-cov-8.425173,MGYA00592935,59.158,False,74
MGYP003635141241,ERZ3422020,MGYC001310277666,69900,71546,-1,ERZ3422020.300-NODE-300-length-102932-cov-7.461814,MGYA00592925,102.932,False,139
MGYP003635141771,ERZ3421846,MGYC001310135689,16269,17177,1,ERZ3421846.353-NODE-353-length-57038-cov-9.548199,MGYA00592935,57.038,False,91
MGYP003635144533,ERZ3421852,MGYC001310843623,6525,7385,1,ERZ3421852.2546-NODE-2546-length-25571-cov-12.309335,MGYA00592923,25.571,False,39
MGYP003635152919,ERZ3422020,MGYC001310694075,6588,7580,1,ERZ3422020.2022-NODE-2022-length-27529-cov-46.292677,MGYA00592925,27.529,False,39
MGYP003635158542,ERZ3421852,MGYC001310618614,7119,8357,1,ERZ3421852.1369-NODE-1369-length-37879-cov-11.915160,MGYA00592923,37.879,False,27
MGYP003635158787,ERZ3421844,MGYC001310362709,26716,27756,-1,ERZ3421844.722-NODE-722-length-49414-cov-5.785449,MGYA00592928,49.414,False,66
MGYP003635179928,ERZ3421846,MGYC001310138503,32913,33815,1,ERZ3421846.370-NODE-370-length-54577-cov-4.236455,MGYA00592935,54.577,False,80
MGYP003635255205,ERZ3422273,MGYC001322215274,28249,29235,-1,ERZ3422273.445-NODE-445-length-40464-cov-7.081764,MGYA00592994,40.464,False,59
MGYP003635261039,ERZ3421846,MGYC001310145178,40694,41686,-1,ERZ3421846.414-NODE-414-length-49854-cov-4.193478,MGYA00592935,49.854,False,53
MGYP003635294119,ERZ3421826,MGYC001310384105,29281,30372,-1,ERZ3421826.1251-NODE-1251-length-46006-cov-17.860678,MGYA00592968,46.006,False,61
MGYP003635294119,ERZ3421844,MGYC001310382413,31431,32522,1,ERZ3421844.796-NODE-796-length-46049-cov-8.247576,MGYA00592928,46.049,False,62
MGYP003635294119,ERZ3421922,MGYC001310246331,15587,16678,1,ERZ3421922.509-NODE-509-length-46027-cov-11.332115,MGYA00592921,46.027,False,61
MGYP003635294119,ERZ3422155,MGYC001322183814,27813,28904,-1,ERZ3422155.577-NODE-577-length-31237-cov-3.182477,MGYA00593002,31.237,False,37
MGYP003635327148,ERZ3421846,MGYC001310150639,16519,17592,1,ERZ3421846.450-NODE-450-length-46673-cov-84.293470,MGYA00592935,46.673,False,84
MGYP003635342888,ERZ3421846,MGYC001310151900,9342,10247,1,ERZ3421846.458-NODE-458-length-46414-cov-12.980651,MGYA00592935,46.414,False,44
MGYP003635353789,ERZ3421844,MGYC001310391590,41063,42865,1,ERZ3421844.830-NODE-830-length-44788-cov-25.771824,MGYA00592928,44.788,False,73
MGYP003635353789,ERZ3421922,MGYC001310146120,41074,42876,1,ERZ3421922.123-NODE-123-length-115151-cov-44.478531,MGYA00592921,115.151,False,153
MGYP003635397750,ERZ3421846,MGYC001310156779,42418,43536,-1,ERZ3421846.491-NODE-491-length-44168-cov-4.966608,MGYA00592935,44.168,False,26
MGYP003635398671,ERZ3421846,MGYC001310157085,9966,11591,1,ERZ3421846.493-NODE-493-length-44032-cov-21.290038,MGYA00592935,44.032,False,48
MGYP003635435173,ERZ3422215,MGYC001310148736,105286,106635,1,ERZ3422215.97-NODE-97-length-119762-cov-8.074365,MGYA00592924,119.762,False,124
MGYP003635467101,ERZ3421825,MGYC001310069434,27478,28488,-1,ERZ3421825.697-NODE-697-length-33602-cov-16.249292,MGYA00592971,33.602,False,43
MGYP003635467101,ERZ3422048,MGYC001322154307,26198,27208,-1,ERZ3422048.460-NODE-460-length-35583-cov-6.043318,MGYA00593007,35.583,False,46
MGYP003635486393,ERZ3422225,MGYC001322203902,14912,16219,-1,ERZ3422225.582-NODE-582-length-42058-cov-16.451063,MGYA00593000,42.058,False,48
MGYP003635501037,ERZ3421826,MGYC001310104353,2543,4459,-1,ERZ3421826.326-NODE-326-length-121704-cov-11.305625,MGYA00592968,121.704,False,114
MGYP003635501037,ERZ3421840,MGYC001310088383,44149,46065,-1,ERZ3421840.355-NODE-355-length-57007-cov-9.841006,MGYA00592938,57.007,False,53
MGYP003635501037,ERZ3421922,MGYC001310133091,59326,61242,-1,ERZ3421922.91-NODE-91-length-151871-cov-13.624453,MGYA00592921,151.871,False,136
MGYP003635501037,ERZ3422215,MGYC001310154859,90639,92555,1,ERZ3422215.114-NODE-114-length-100233-cov-9.760137,MGYA00592924,100.233,False,90
MGYP003635539733,ERZ3421852,MGYC001310779812,3596,4930,-1,ERZ3421852.2177-NODE-2177-length-28568-cov-21.491916,MGYA00592923,28.568,False,31
MGYP003635539733,ERZ3422273,MGYC001322234938,2958,4292,-1,ERZ3422273.796-NODE-796-length-27930-cov-15.885596,MGYA00592994,27.93,False,31
MGYP003635552809,ERZ3422408,MGYC001322424030,23213,24994,-1,ERZ3422408.1846-NODE-1846-length-30547-cov-7.246261,MGYA00592990,30.547,False,30
MGYP003635570466,ERZ3421846,MGYC001310172326,2742,3830,1,ERZ3421846.596-NODE-596-length-39323-cov-4.254660,MGYA00592935,39.323,False,41
MGYP003635588342,ERZ3422020,MGYC001310339515,72654,74174,1,ERZ3422020.445-NODE-445-length-78161-cov-16.592106,MGYA00592925,78.161,False,97
MGYP003635588342,ERZ3422204,MGYC001322246012,4158,5678,-1,ERZ3422204.376-NODE-376-length-108411-cov-12.712586,MGYA00592993,108.411,False,122
MGYP003635608466,ERZ3421825,MGYC001310030493,92476,93948,1,ERZ3421825.127-NODE-127-length-107398-cov-9.469337,MGYA00592971,107.398,False,125
MGYP003635628700,ERZ3421846,MGYC001310177804,29863,30777,-1,ERZ3421846.633-NODE-633-length-37887-cov-9.803764,MGYA00592935,37.887,False,48
MGYP003635640206,ERZ3421846,MGYC001310179033,25530,26456,1,ERZ3421846.641-NODE-641-length-37540-cov-57.917941,MGYA00592935,37.54,False,54
MGYP003635686488,ERZ3421846,MGYC001310183480,18808,19830,-1,ERZ3421846.672-NODE-672-length-36524-cov-9.610902,MGYA00592935,36.524,False,61
MGYP003635719072,ERZ3422215,MGYC001310284946,618,1481,1,ERZ3422215.805-NODE-805-length-30464-cov-4.119175,MGYA00592924,30.464,False,33
MGYP003635720118,ERZ3421846,MGYC001310186671,20806,21981,-1,ERZ3421846.695-NODE-695-length-35516-cov-8.554384,MGYA00592935,35.516,False,37
MGYP003635721123,ERZ3421846,MGYC001310186833,10888,12063,-1,ERZ3421846.696-NODE-696-length-35478-cov-3.524038,MGYA00592935,35.478,False,48
MGYP003635722882,ERZ3421823,MGYC001310065072,74351,75172,1,ERZ3421823.389-NODE-389-length-81637-cov-7.714508,MGYA00592973,81.637,False,76
MGYP003635722882,ERZ3421826,MGYC001310489865,3528,4349,-1,ERZ3421826.1704-NODE-1704-length-37541-cov-4.342981,MGYA00592968,37.541,False,35
MGYP003635739544,ERZ3421846,MGYC001310188143,17462,18592,-1,ERZ3421846.707-NODE-707-length-35171-cov-4.438717,MGYA00592935,35.171,False,38
MGYP003635753894,ERZ3422215,MGYC001310182360,52418,53785,-1,ERZ3422215.202-NODE-202-length-69566-cov-6.473796,MGYA00592924,69.566,False,92
MGYP003635766129,ERZ3422020,MGYC001310363534,52977,55304,1,ERZ3422020.510-NODE-510-length-70835-cov-44.719794,MGYA00592925,70.835,False,57
MGYP003635767529,ERZ3421846,MGYC001310190652,23731,34359,-1,ERZ3421846.727-NODE-727-length-34361-cov-19.058036,MGYA00592935,34.361,False,25
MGYP003635782806,ERZ3421846,MGYC001310191925,32590,34011,1,ERZ3421846.739-NODE-739-length-34012-cov-113.043467,MGYA00592935,34.012,False,34
MGYP003635807714,ERZ3421846,MGYC001310194056,11125,11934,-1,ERZ3421846.756-NODE-756-length-33591-cov-5.851234,MGYA00592935,33.591,False,47
MGYP003635831339,ERZ3421844,MGYC001310458180,33813,35438,1,ERZ3421844.1125-NODE-1125-length-36240-cov-4.972060,MGYA00592928,36.24,False,35
MGYP003635851774,ERZ3422215,MGYC001310191665,47034,47930,-1,ERZ3422215.243-NODE-243-length-57982-cov-15.944240,MGYA00592924,57.982,False,72
MGYP003635854361,ERZ3421808,MGYC001310039162,57830,59788,1,ERZ3421808.257-NODE-257-length-118798-cov-5.792173,MGYA00592974,118.798,False,101
MGYP003635854361,ERZ3421826,MGYC001310683106,22776,24734,1,ERZ3421826.2724-NODE-2724-length-27060-cov-6.153564,MGYA00592968,27.06,False,25
MGYP003635854361,ERZ3421922,MGYC001310135972,9886,11844,-1,ERZ3421922.97-NODE-97-length-138368-cov-6.554062,MGYA00592921,138.368,False,135
MGYP003635861081,ERZ3421846,MGYC001310198102,18318,19685,1,ERZ3421846.790-NODE-790-length-32713-cov-15.267193,MGYA00592935,32.713,False,39
MGYP003635864635,ERZ3421844,MGYC001310463376,1690,2610,-1,ERZ3421844.1152-NODE-1152-length-35664-cov-14.454099,MGYA00592928,35.664,False,54
MGYP003635886539,ERZ3421846,MGYC001310199674,22268,23224,1,ERZ3421846.806-NODE-806-length-32223-cov-7.740270,MGYA00592935,32.223,False,50
MGYP003635894912,ERZ3421493,MGYC001322141948,10476,12116,-1,ERZ3421493.178-NODE-178-length-70372-cov-13.016539,MGYA00592996,70.372,False,76
MGYP003635894912,ERZ3421824,MGYC001310051989,58284,59924,1,ERZ3421824.442-NODE-442-length-70579-cov-51.885528,MGYA00592972,70.579,False,76
MGYP003635894912,ERZ3422114,MGYC001322396222,15242,16882,1,ERZ3422114.2346-NODE-2346-length-27357-cov-27.735257,MGYA00592986,27.357,False,29
MGYP003635909489,ERZ3421824,MGYC001310023412,76183,77910,-1,ERZ3421824.126-NODE-126-length-151679-cov-7.931370,MGYA00592972,151.679,False,175
MGYP003635909489,ERZ3421840,MGYC001310197350,15888,17615,-1,ERZ3421840.1284-NODE-1284-length-30516-cov-3.597223,MGYA00592938,30.516,False,28
MGYP003635909489,ERZ3421922,MGYC001310140563,84522,86249,1,ERZ3421922.108-NODE-108-length-126526-cov-5.135818,MGYA00592921,126.526,False,123
MGYP003635909489,ERZ3422167,MGYC001322303646,42090,43817,-1,ERZ3422167.825-NODE-825-length-49776-cov-8.581042,MGYA00593001,49.776,False,48
MGYP003635915706,ERZ3422048,MGYC001322159662,15925,16866,-1,ERZ3422048.678-NODE-678-length-29625-cov-6.227325,MGYA00593007,29.625,False,48
MGYP003635932459,ERZ3421846,MGYC001310203504,20969,22015,-1,ERZ3421846.838-NODE-838-length-31243-cov-6.362383,MGYA00592935,31.243,False,22
MGYP003635945979,ERZ3421638,MGYC001310047078,40261,41205,-1,ERZ3421638.304-NODE-304-length-114611-cov-6.080712,MGYA00592979,114.611,False,122
MGYP003635952425,ERZ3422215,MGYC001310201413,30576,32363,-1,ERZ3422215.292-NODE-292-length-50887-cov-6.240813,MGYA00592924,50.887,False,55
MGYP003635968176,ERZ3421823,MGYC001310080158,42370,43695,-1,ERZ3421823.491-NODE-491-length-68778-cov-4.996129,MGYA00592973,68.778,False,90
MGYP003635979328,ERZ3422215,MGYC001310204312,26842,27948,-1,ERZ3422215.307-NODE-307-length-50111-cov-6.654287,MGYA00592924,50.111,False,64
MGYP003635993123,ERZ3421846,MGYC001310208356,27253,29070,1,ERZ3421846.882-NODE-882-length-30394-cov-3.905040,MGYA00592935,30.394,False,34
MGYP003635993531,ERZ3421846,MGYC001310235656,17422,20037,1,ERZ3421846.1130-NODE-1130-length-25970-cov-5.334324,MGYA00592935,25.97,False,36
MGYP003635993680,ERZ3421846,MGYC001310235656,13089,13925,1,ERZ3421846.1130-NODE-1130-length-25970-cov-5.334324,MGYA00592935,25.97,False,36
MGYP003635993531,ERZ3422244,MGYC001322246416,8098,10713,-1,ERZ3422244.825-NODE-825-length-36457-cov-5.068760,MGYA00592995,36.457,False,49
MGYP003635993680,ERZ3422244,MGYC001322246416,14210,15046,-1,ERZ3422244.825-NODE-825-length-36457-cov-5.068760,MGYA00592995,36.457,False,49
MGYP003635994791,ERZ3421846,MGYC001310208611,3,1409,1,ERZ3421846.884-NODE-884-length-30341-cov-39.286007,MGYA00592935,30.341,False,25
MGYP003635995298,ERZ3421844,MGYC001310483752,27632,28804,-1,ERZ3421844.1248-NODE-1248-length-33195-cov-6.611165,MGYA00592928,33.195,False,25
MGYP003635995298,ERZ3421922,MGYC001310253171,4397,5569,1,ERZ3421922.543-NODE-543-length-44443-cov-29.994706,MGYA00592921,44.443,False,32
MGYP003635995298,ERZ3422155,MGYC001322168503,45017,46189,-1,ERZ3422155.225-NODE-225-length-57938-cov-8.615466,MGYA00593002,57.938,False,42
MGYP003635998417,ERZ3421844,MGYC001310484237,4496,6034,-1,ERZ3421844.1251-NODE-1251-length-33168-cov-6.252680,MGYA00592928,33.168,False,28
MGYP003636014993,ERZ3421846,MGYC001310210394,9475,10389,1,ERZ3421846.900-NODE-900-length-30041-cov-287.286700,MGYA00592935,30.041,False,38
MGYP003636030588,ERZ3421844,MGYC001310488978,30039,30938,-1,ERZ3421844.1275-NODE-1275-length-32685-cov-716.636868,MGYA00592928,32.685,False,41
MGYP003636037322,ERZ3421493,MGYC001322153697,14480,16072,-1,ERZ3421493.795-NODE-795-length-29691-cov-13.391888,MGYA00592996,29.691,False,25
MGYP003636037322,ERZ3421922,MGYC001310151500,15474,17066,-1,ERZ3421922.137-NODE-137-length-107055-cov-20.572841,MGYA00592921,107.055,False,146
MGYP003636073807,ERZ3421846,MGYC001310216039,5825,7582,1,ERZ3421846.951-NODE-951-length-28903-cov-17.764836,MGYA00592935,28.903,False,37
MGYP003636095596,ERZ3421922,MGYC001310209306,33668,35470,-1,ERZ3421922.338-NODE-338-length-57640-cov-22.771416,MGYA00592921,57.64,False,52
MGYP003636107745,ERZ3422215,MGYC001310252200,4532,5704,1,ERZ3422215.586-NODE-586-length-36093-cov-11.685915,MGYA00592924,36.093,False,23
MGYP003636121924,ERZ3421826,MGYC001310407343,128,1768,-1,ERZ3421826.1345-NODE-1345-length-43551-cov-7.204548,MGYA00592968,43.551,False,30
MGYP003636121924,ERZ3421922,MGYC001310322659,29511,31151,1,ERZ3421922.921-NODE-921-length-33227-cov-7.189618,MGYA00592921,33.227,False,21
MGYP003636121924,ERZ3422215,MGYC001310219263,29511,31151,1,ERZ3422215.388-NODE-388-length-44098-cov-8.104398,MGYA00592924,44.098,False,33
MGYP003636124320,ERZ3421922,MGYC001310159018,44105,46021,1,ERZ3421922.158-NODE-158-length-99297-cov-5.061073,MGYA00592921,99.297,False,112
MGYP003636126424,ERZ3421846,MGYC001310221106,10615,11730,1,ERZ3421846.997-NODE-997-length-28176-cov-3.586537,MGYA00592935,28.176,False,32
MGYP003636133683,ERZ3421840,MGYC001310220211,5623,6531,-1,ERZ3421840.1499-NODE-1499-length-28063-cov-34.460511,MGYA00592938,28.063,False,53
MGYP003636143097,ERZ3421844,MGYC001310507545,30120,31250,-1,ERZ3421844.1370-NODE-1370-length-31252-cov-46.796230,MGYA00592928,31.252,False,32
MGYP003636144149,ERZ3421844,MGYC001310507777,24711,25649,-1,ERZ3421844.1371-NODE-1371-length-31221-cov-65.958352,MGYA00592928,31.221,False,37
MGYP003636151601,ERZ3421838,MGYC001310541395,34591,35664,-1,ERZ3421838.1326-NODE-1326-length-45895-cov-57.439354,MGYA00592940,45.895,False,56
MGYP003636152005,ERZ3421825,MGYC001310085441,14556,15662,1,ERZ3421825.936-NODE-936-length-28435-cov-4.416561,MGYA00592971,28.435,False,40
MGYP003636152005,ERZ3422215,MGYC001310222165,16833,17939,-1,ERZ3422215.406-NODE-406-length-43220-cov-5.567775,MGYA00592924,43.22,False,64
MGYP003636152005,ERZ3422408,MGYC001322415026,24799,25905,1,ERZ3422408.1736-NODE-1736-length-31901-cov-4.003266,MGYA00592990,31.901,False,54
MGYP003636154340,ERZ3422215,MGYC001310222344,9697,11499,1,ERZ3422215.407-NODE-407-length-43046-cov-9.802098,MGYA00592924,43.046,False,33
MGYP003636159732,ERZ3421838,MGYC001310574351,34412,37012,-1,ERZ3421838.1466-NODE-1466-length-42928-cov-6.814639,MGYA00592940,42.928,False,48
MGYP003636159732,ERZ3422215,MGYC001310222904,29514,32114,-1,ERZ3422215.410-NODE-410-length-42900-cov-4.061594,MGYA00592924,42.9,False,48
MGYP003636203549,ERZ3421823,MGYC001310158911,8004,8936,1,ERZ3421823.1028-NODE-1028-length-39371-cov-4.176925,MGYA00592973,39.371,False,59
MGYP003636203549,ERZ3421838,MGYC001310624813,30759,31691,-1,ERZ3421838.1683-NODE-1683-length-39343-cov-15.916896,MGYA00592940,39.343,False,59
MGYP003636203549,ERZ3422215,MGYC001310227816,37394,38326,1,ERZ3422215.438-NODE-438-length-41126-cov-4.891675,MGYA00592924,41.126,False,63
MGYP003636214113,ERZ3421844,MGYC001310518576,11580,13115,1,ERZ3421844.1431-NODE-1431-length-30420-cov-36.787354,MGYA00592928,30.42,False,28
MGYP003636245857,ERZ3421844,MGYC001310523691,15840,16697,1,ERZ3421844.1459-NODE-1459-length-29959-cov-27.058186,MGYA00592928,29.959,False,42
MGYP003636270943,ERZ3421922,MGYC001310174975,42849,44447,-1,ERZ3421922.205-NODE-205-length-79953-cov-4.209192,MGYA00592921,79.953,False,75
MGYP003636294706,ERZ3421846,MGYC001310237446,20726,21847,-1,ERZ3421846.1147-NODE-1147-length-25631-cov-6.176963,MGYA00592935,25.631,False,30
MGYP003636295519,ERZ3421638,MGYC001310061318,51760,53286,-1,ERZ3421638.403-NODE-403-length-94188-cov-16.173404,MGYA00592979,94.188,False,100
MGYP003636307778,ERZ3421846,MGYC001310238612,8069,9778,-1,ERZ3421846.1159-NODE-1159-length-25406-cov-4.891286,MGYA00592935,25.406,False,24
MGYP003636310821,ERZ3421840,MGYC001310181195,28455,29393,-1,ERZ3421840.1138-NODE-1138-length-32324-cov-4.326753,MGYA00592938,32.324,False,55
MGYP003636310821,ERZ3421844,MGYC001310534498,4898,5836,-1,ERZ3421844.1520-NODE-1520-length-29082-cov-12.345437,MGYA00592928,29.082,False,49
MGYP003636310821,ERZ3421912,MGYC001322145009,21272,22210,1,ERZ3421912.377-NODE-377-length-28882-cov-17.547473,MGYA00593013,28.882,False,49
MGYP003636312911,ERZ3421846,MGYC001310238994,23168,24190,1,ERZ3421846.1162-NODE-1162-length-25383-cov-10.237247,MGYA00592935,25.383,False,47
MGYP003636313397,ERZ3422215,MGYC001310239235,2051,3076,1,ERZ3422215.507-NODE-507-length-38485-cov-11.439891,MGYA00592924,38.485,False,64
MGYP003636324103,ERZ3421852,MGYC001310660190,11447,12469,-1,ERZ3421852.1576-NODE-1576-length-34896-cov-14.675325,MGYA00592923,34.896,False,43
MGYP003636332316,ERZ3421846,MGYC001310240955,18566,19684,1,ERZ3421846.1180-NODE-1180-length-25152-cov-10.981631,MGYA00592935,25.152,False,37
MGYP003636357098,ERZ3421844,MGYC001310542303,13697,14968,-1,ERZ3421844.1559-NODE-1559-length-28544-cov-5.208958,MGYA00592928,28.544,False,33
MGYP003636357098,ERZ3421922,MGYC001310284351,23009,24280,-1,ERZ3421922.707-NODE-707-length-38146-cov-8.611273,MGYA00592921,38.146,False,49
MGYP003636358588,ERZ3421823,MGYC001310156114,4197,5342,-1,ERZ3421823.1009-NODE-1009-length-39888-cov-7.303141,MGYA00592973,39.888,False,47
MGYP003636358588,ERZ3422215,MGYC001310243567,32740,33885,1,ERZ3422215.533-NODE-533-length-37675-cov-8.193886,MGYA00592924,37.675,False,47
MGYP003636364292,ERZ3421844,MGYC001310543711,10492,11355,1,ERZ3421844.1567-NODE-1567-length-28357-cov-180.066674,MGYA00592928,28.357,False,41
MGYP003636372633,ERZ3421852,MGYC001310709355,5201,6097,-1,ERZ3421852.1813-NODE-1813-length-32182-cov-15.856787,MGYA00592923,32.182,False,50
MGYP003636390437,ERZ3422020,MGYC001310451591,26653,28791,-1,ERZ3422020.798-NODE-798-length-51698-cov-13.543210,MGYA00592925,51.698,False,73
MGYP003636390924,ERZ3422215,MGYC001310247063,14419,16224,-1,ERZ3422215.555-NODE-555-length-36996-cov-10.712081,MGYA00592924,36.996,False,40
